Vertices,Edge %,Chromatic Number,Exec Time,Basic Operations,Configurations Tested,Precision
476,28262 (25%),33,3.4842,6920,476,
476,56525 (50%),67,6.8545,14480,476,
476,84787 (75%),114,10.2477,24830,476,
477,14190 (12.5%),20,2.6207,4044,477,
477,28381 (25%),35,15.9731,7112,477,
477,56763 (50%),67,6.5296,14540,477,
477,85144 (75%),115,10.0629,25142,477,
478,14250 (12.5%),20,2.0893,3799,478,
478,28500 (25%),35,3.6583,7103,478,
478,57001 (50%),67,6.8438,14272,478,
478,85502 (75%),113,10.4582,24741,478,
479,14310 (12.5%),20,1.9903,3815,479,
479,28620 (25%),35,12.9211,7216,479,
479,57240 (50%),69,6.7437,14552,479,
479,85860 (75%),113,10.1564,25088,479,
480,14370 (12.5%),20,7.7863,3882,480,
480,28740 (25%),34,3.6676,6990,480,
480,57480 (50%),68,7.0806,14262,480,
480,86220 (75%),115,9.9540,25284,480,
481,14430 (12.5%),20,1.8554,4021,481,
481,28860 (25%),34,3.4344,7017,481,
481,57720 (50%),68,7.1297,14392,481,
481,86580 (75%),117,36.7906,25752,481,
482,14490 (12.5%),20,2.1834,3954,482,
482,28980 (25%),35,3.7951,7226,482,
482,57960 (50%),67,7.0355,14372,482,
482,86940 (75%),115,10.3776,25407,482,
483,14550 (12.5%),21,3.3858,3998,483,
483,29100 (25%),35,4.3082,7347,483,
483,58201 (50%),68,8.0724,15010,483,
483,87302 (75%),113,11.6398,25318,483,
484,14610 (12.5%),20,2.9168,3975,484,
484,29221 (25%),37,3.6051,7494,484,
484,58443 (50%),69,6.8572,14508,484,
484,87664 (75%),118,10.6313,26287,484,
485,14671 (12.5%),21,2.4097,3933,485,
485,29342 (25%),37,4.2481,7511,485,
485,58685 (50%),68,9.3374,14815,485,
485,88027 (75%),113,10.7863,24956,485,
486,14731 (12.5%),20,2.1770,4028,486,
486,29463 (25%),35,3.6962,7361,486,
486,58927 (50%),70,27.2028,15119,486,
486,88391 (75%),112,10.2689,25425,486,
487,14792 (12.5%),21,1.9991,4019,487,
487,29585 (25%),36,3.5973,7632,487,
487,59170 (50%),68,8.2455,14683,487,
487,88755 (75%),113,12.0466,25787,487,
488,14853 (12.5%),20,2.8243,4081,488,
488,29707 (25%),36,4.0860,7542,488,
488,59414 (50%),69,7.4537,14998,488,
488,89121 (75%),114,10.9692,25399,488,
489,14914 (12.5%),21,2.2881,4073,489,
489,29829 (25%),35,3.9907,7370,489,
489,59658 (50%),71,9.5963,15278,489,
489,89487 (75%),118,10.8361,26641,489,
490,14975 (12.5%),20,2.0480,4044,490,
490,29951 (25%),36,3.7119,7527,490,
490,59902 (50%),69,7.6041,15113,490,
490,89853 (75%),115,10.6556,26098,490,
491,15036 (12.5%),20,2.2492,4042,491,
491,30073 (25%),37,13.4723,7703,491,
491,60147 (50%),68,7.2508,15110,491,
491,90221 (75%),113,10.4616,25336,491,
492,15098 (12.5%),21,2.7018,4207,492,
492,30196 (25%),35,4.0331,7584,492,
492,60393 (50%),68,7.1528,14772,492,
492,90589 (75%),115,10.7846,25887,492,
493,15159 (12.5%),20,2.1081,4147,493,
493,30319 (25%),37,4.7653,7630,493,
493,60639 (50%),69,36.8772,15189,493,
493,90958 (75%),117,10.8027,26785,493,
494,15221 (12.5%),20,2.1586,4042,494,
494,30442 (25%),35,4.3724,7639,494,
494,60885 (50%),68,10.7646,15219,494,
494,91328 (75%),121,12.3475,27232,494,
495,15283 (12.5%),20,3.8180,4108,495,
495,30566 (25%),36,4.8528,7653,495,
495,61132 (50%),70,8.8139,15398,495,
495,91698 (75%),115,13.5846,26642,495,
496,15345 (12.5%),21,2.2609,4275,496,
496,30690 (25%),36,5.0640,7599,496,
496,61380 (50%),68,8.5611,15479,496,
496,92070 (75%),117,11.1296,26702,496,
497,15407 (12.5%),22,2.1164,4243,497,
497,30814 (25%),38,3.7830,7771,497,
497,61628 (50%),69,9.0163,15406,497,
497,92442 (75%),117,11.2910,26947,497,
498,15469 (12.5%),21,4.2567,4159,498,
498,30938 (25%),36,4.1978,7721,498,
498,61876 (50%),68,7.2320,15663,498,
498,92814 (75%),118,43.6420,27125,498,
499,15531 (12.5%),20,8.2567,4167,499,
499,31062 (25%),35,4.0369,7607,499,
499,62125 (50%),68,7.8719,15150,499,
499,93188 (75%),120,14.6875,26898,499,
500,15593 (12.5%),22,2.2826,4323,500,
500,31187 (25%),36,4.2367,7846,500,
500,62375 (50%),70,9.9807,15729,500,
500,93562 (75%),119,39.7286,27453,500,
